DATE,NFCI
2016-12-01,-0.46600000000000000000
2017-01-01,-0.49000000000000000000
2017-02-01,-0.50000000000000000000
2017-03-01,-0.48600000000000000000
2017-04-01,-0.49750000000000000000
2017-05-01,-0.53500000000000000000
2017-06-01,-0.57200000000000000000
2017-07-01,-0.58750000000000000000
2017-08-01,-0.58000000000000000000
2017-09-01,-0.57600000000000000000
2017-10-01,-0.60500000000000000000
2017-11-01,-0.62750000000000000000
2017-12-01,-0.63400000000000000000
2018-01-01,-0.64250000000000000000
2018-02-01,-0.57750000000000000000
2018-03-01,-0.51200000000000000000
2018-04-01,-0.51000000000000000000
2018-05-01,-0.54750000000000000000
2018-06-01,-0.53600000000000000000
2018-07-01,-0.54000000000000000000
2018-08-01,-0.58200000000000000000
2018-09-01,-0.59250000000000000000
2018-10-01,-0.55500000000000000000
2018-11-01,-0.47800000000000000000
2018-12-01,-0.39250000000000000000
2019-01-01,-0.44250000000000000000
2019-02-01,-0.54000000000000000000
2019-03-01,-0.59000000000000000000
2019-04-01,-0.60750000000000000000
2019-05-01,-0.58800000000000000000
2019-06-01,-0.56750000000000000000
2019-07-01,-0.57750000000000000000
2019-08-01,-0.54200000000000000000
2019-09-01,-0.50750000000000000000
2019-10-01,-0.51000000000000000000
2019-11-01,-0.56200000000000000000
2019-12-01,-0.54250000000000000000
2020-01-01,-0.59400000000000000000
2020-02-01,-0.48500000000000000000
2020-03-01,0.15000000000000000000
2020-04-01,0.35500000000000000000
2020-05-01,-0.06000000000000000000
2020-06-01,-0.32750000000000000000
2020-07-01,-0.42800000000000000000
2020-08-01,-0.50250000000000000000
2020-09-01,-0.49500000000000000000
2020-10-01,-0.48200000000000000000
2020-11-01,-0.53750000000000000000
2020-12-01,-0.59000000000000000000
2021-01-01,-0.61800000000000000000
2021-02-01,-0.62750000000000000000
2021-03-01,-0.64500000000000000000
2021-04-01,-0.67600000000000000000
2021-05-01,-0.70250000000000000000
2021-06-01,-0.70500000000000000000
2021-07-01,-0.67200000000000000000
2021-08-01,-0.64750000000000000000
2021-09-01,-0.65000000000000000000
2021-10-01,-0.64400000000000000000
2021-11-01,-0.58000000000000000000
2021-12-01,-0.53600000000000000000
2022-01-01,-0.54250000000000000000
2022-02-01,-0.47000000000000000000
2022-03-01,-0.36750000000000000000
2022-04-01,-0.33200000000000000000
2022-05-01,-0.25250000000000000000
2022-06-01,-0.17250000000000000000
2022-07-01,-0.16600000000000000000
2022-08-01,-0.22750000000000000000
2022-09-01,-0.13200000000000000000
2022-10-01,-0.09250000000000000000
2022-11-01,-0.17250000000000000000
2022-12-01,-0.19600000000000000000
2023-01-01,-0.28250000000000000000
2023-02-01,-0.30250000000000000000
2023-03-01,-0.17200000000000000000
2023-04-01,-0.20500000000000000000
2023-05-01,-0.28250000000000000000
